SYS_PRIV_ACT_SPE_DEF_NO,53,/* 系统权限活动特殊属性定义表 */
SYS_PRIV_P_SPE_DEF2_NO,54,/* 系统权限流程特殊属性定义表2 */
SYS_PRIV_ACT_SPE_DEF2_NO,55,/* 系统权限活动特殊属性定义表2 */
DAPING_DATA_NO,56,/* 大屏数据 */
SYS_KT_MAPPING_NO,59,/* 动态信息库TAG映射表 */
SYS_PRIV_FUNC_DEF_NO,60,/* 系统权限功能定义表 */
SYS_PRIV_ROLE_DEF_NO,61,/* 系统权限角色定义表 */
SYS_PRIV_GRP_DEF_NO,62,/* 系统权限组定义表 */
SYS_PRIV_USER_D_DEF_NO,63,/* 系统权限用户默认定义表 */
SYS_PRIV_USER_R_DEF_NO,64,/* 系统权限用户责任区定义表 */
SYS_PRIV_T_SPE_DEF_NO,65,/* 系统权限表域特殊属性定义表 */
SYS_PRIV_G_SPE_DEF_NO,66,/* 系统权限图形特殊属性定义表 */
SYS_PRIV_R_SPE_DEF_NO,67,/* 系统权限报表特殊属性定义表 */
SYS_PRIV_COL_DEF_NO,68,/* 表域特殊属性定义表 */
SYS_PRIV_G_SPE_DEF2_NO,69,/* 系统权限图形特殊属性定义表2 */
DATABASE_STATUS_INFO_NO,70,/* 关系库状态信息表 */
MNG_WEB_USER_INFO_NO,71,/* WEB用户信息表 */
SYS_PRIV_AT_SPE_DEF_NO,72,/* 系统权限全表特殊属性定义表 */
SYS_PRIV_AT_SPE_DEF2_NO,73,/* 系统权限全表特殊属性定义表2 */
SYS_PRIV_T_SPE_DEF2_NO,74,/* 系统权限表域特殊属性定义表2 */
SYS_PRIV_G_SPE_DEF3_NO,75,/* 系统权限图形特殊属性定义表3 */
SYS_PRIV_G_SPE_DEF4_NO,76,/* 系统权限图形特殊属性定义表4 */
SYS_PRIV_R_SPE_DEF2_NO,77,/* 系统权限报表特殊属性定义表2 */
NEED_REP_CONTENT_NO,78,/* 复制标记表 */
SYS_REP_CONTENT_NO,79,/* 复制内容表 */
RESP_AREA_DEF_NO,80,/* 责任区定义表 */
RESP_AREA_LAYER_NO,81,/* 责任区关系表 */
GRAPH_COMMON_DATA_DEFINE_NO,83,/* 图形常用数据定义表 */
GRAPH_APP_PIXMAP_NO,84,/* 图形应用贴片表 */
GRAPH_ALIAS_INFO_NO,87,/* 图形别名表 */
COLOR_CONFIG_NO,90,/* 色彩配置表 */
ELECTRIC_ISLAND_NO,91,/* 电气岛着色配置表 */
GRAPH_TYPE_INFO_NO,92,/* 图形类型表 */
GRAPH_INFO_NET_NO,94,/* 图形信息表 */
SYS_DOMAIN_INFO_NO,95,/* 远程区域信息表 */
USER_CUSTOM_NO,96,/* 用户习惯表 */
FAC_TOPO_GRAPH_NO,98,/* 节点入库厂站图形对应表 */
ALARM_ACTION_DEFINE_NO,100,/* 告警动作定义表 */
ALARM_BEHAVIOR_DEFINE_NO,101,/* 告警行为定义表 */
ALARM_TYPE_DEFINE_NO,102,/* 告警类型定义表 */
ALARM_DEFAULT_DEFINE_NO,103,/* 默认告警方式定义表 */
ALARM_CUSTOM_TYPE_DEFINE_NO,104,/* 自定义告警方式类别表 */
ALARM_CUSTOM_DEFINE_NO,105,/* 自定义告警方式定义表 */
ALARM_NODE_DEFINE_NO,106,/* 节点告警关系表 */
SOUND_FILE_IN_TABLE_DEFINE_NO,107,/* 语音文件所在表定义表 */
WARN_QUERY_TEMPLET_NO,108,/* 告警查询模板表 */
WARN_FG_INFO_NO,112,/* 告警复归信息表 */
WARN_LOCAL_MESSAGE_INFO_NO,113,/* 告警本地信息表 */
WARN_UNFG_MESSAGE_INFO_NO,114,/* 告警未复归本地信息表 */
WARN_SYNTHESIS_INFO_NO,115,/* 告警综合配置表 */
WARN_COLOR_CONFIGURE_NO,116,/* 告警颜色配置表 */
WARN_RELAY_COLOR_INFO_NO,117,/* 保护信号告警颜色配置表 */
SYS_REPORT_INFO_NO,120,/* 报表信息表 */
SYS_REPORT_DATA_NO,121,/* 报表数据表 */
APP_PANEL_INFO_NO,131,/* 应用面板信息表 */
APP_MODULE_INFO_NO,132,/* 应用模块信息表 */
APP_MODULE_PANEL_CONF_NO,133,/* 应用面板配置表 */
MNG_NODE_INFO_NO,160,/* 节点信息表 */
SERVICES_INFO_NO,161,/* 服务信息表 */
MNG_NODE_APP_INFO_NO,162,/* 节点应用关系表 */
MNG_SYS_DISTRIBUTING_INFO_NO,163,/* 系统应用分布信息表 */
MNG_PROCESS_INFO_NO,164,/* 进程信息表 */
MNG_PROC_STATUS_INFO_NO,165,/* 进程状态信息表 */
MNG_APP_STATUS_INFO_NO,166,/* 应用状态信息表 */
MNG_HARD_DISK_INFO_NO,167,/* 本地磁盘信息表 */
MNG_CPU_MEM_INFO_NO,168,/* CPU及内存负荷表 */
MNG_PARA_SECTION_NO,169,/* 参数分节关系表 */
MNG_PARA_KEYVALUE_NO,170,/* 参数值表 */
MNG_NET_STATUS_INFO_NO,171,/* 网络状态信息表 */
MNG_APP_DUTY_INFO_NO,172,/* 应用主机状态信息表 */
MNG_TIMER_INFO_NO,173,/* 定时器信息表 */
MNG_REGION_INFO_NO,174,/* 区域信息表 */
MNG_SWITCH_INFO_NO,175,/* 交换机信息表 */
MNG_SWITCH_PORT_INFO_NO,176,/* 交换机端口信息表 */
MNG_DISK_NETINFO_NO,177,/* 磁盘监视信息表 */
SYS_PROC_INFO_NO,178,/* 进程监视表 */
SERVICE_MONITOR_NO,179,/* 服务监视表 */
DATA_SEND_CONF_NO,180,/* 数据转发配置表 */
DATA_SEND_LIMIT_NO,181,/* 数据转发限制表 */
MNG_SYS_DISTRIBUTING_INFO_EXT_NO,183,/* 系统应用分布扩展信息表 */
TIME_CHECK_INFO_NO,184,/* 时钟校验信息表 */
APP_VARIABLE_NO,190,/* 应用变量表 */
LOCAL_VARIABLE_NO,191,/* 本地变量表 */
AOR_DEFINE_NO,192,/* 职责区定义表 */
CASE_MODE_ADM_NO,193,/* CASE断面维护信息表 */
LINK_STATE_INFO_NO,195,/* 链路状态信息表 */
COMP_SUBCTRLAREA_NO,201,/* 公司区域关系表 */
SUBCTRLAREA_SUBSTATION_NO,202,/* 区域厂站关系表 */
SUBSTATION_MEASPOINT_NO,203,/* 厂站遥信关系表 */
SUBSTATION_MEASANALOG_NO,204,/* 厂站遥测关系表 */
SUBSTATION_VOLLEVEL_NO,205,/* 厂站电压等级关系表 */
SUBSTATION_PTR_NO,206,/* 厂站变压器关系表 */
SUBCTRLAREA_ACLINE_NO,207,/* 区域T交流线路关系表 */
VOLLEVEL_BREAKER_NO,208,/* 电压等级断路器关系表 */
VOLLEVEL_DISCONNECTOR_NO,209,/* 电压等级刀闸关系表 */
VOLLEVEL_GDISCONNECTOR_NO,210,/* 电压等级接地刀闸关系表 */
VOLLEVEL_BUSBARSECTION_NO,211,/* 电压等级母线关系表 */
VOLLEVEL_GENERATINGUNIT_NO,212,/* 电压等级发电机组关系表 */
VOLLEVEL_ENERGYCONSUMER_NO,213,/* 电压等级负荷关系表 */
VOLLEVEL_COMPENSATOR_P_NO,214,/* 电压等级并联电容抗器关系表 */
VOLLEVEL_COMPENSATOR_S_NO,215,/* 电压等级串联补偿器关系表 */
VOLLEVEL_SINGLETERM_NO,216,/* 电压等级单端元件关系表 */
T_COMPONENTS_NO,251,/* flex组件表 */
T_CHART_NO,252,/* 图表信息 */
SMS_WARN_NO,295,/* 短信告警配置表 */
SECONDDEFINE_NO,301,/* 秒级存储定义表 */
ONEODD_NO,302,/* 每秒采样奇数表 */
ONEEVEN_NO,303,/* 每秒采样偶数表 */
FIVEODD_NO,304,/* 每五秒采样奇数表 */
FIVEEVEN_NO,305,/* 每五秒采样偶数表 */
CURVE_CONFIG_NO,306,/* 历史服务信息表 */
JAVA_STARTUP_CFG_NO,351,/* java人机启动参数表 */
JAVA_STARTUP_CLASSPATH_NO,352,/* java人机启动类路径表 */
BASEVALUE_NO,400,/* 基准值表 */
BASEVOLTAGE_NO,401,/* 电压类型表 */
VOLTAGELEVEL_NO,402,/* 电压等级表 */
COMPANY_NO,403,/* 电力公司表 */
SUBCONTROLAREA_NO,404,/* 区域表 */
SUBSTATION_NO,405,/* 厂站表 */
BAY_NO,406,/* 间隔表 */
BREAKER_NO,407,/* 断路器表 */
DISCONNECTOR_NO,408,/* 刀闸表 */
GROUNDDISCONNECTOR_NO,409,/* 接地刀闸表 */
BUSBARSECTION_NO,410,/* 母线表 */
GENERATINGUNIT_NO,411,/* 发电机组表 */
ENERGYCONSUMER_NO,412,/* 负荷表 */
ACLINE_NO,413,/* T交流线路表 */
ACLINESEGMENT_NO,414,/* 交流线段表 */
ACLINEEND_NO,415,/* 交流线段端点表 */
POWERTRANSFORMER_NO,416,/* 变压器表 */
TRANSFORMERWINDING_NO,417,/* 变压器绕组表 */
TAPTYPE_NO,418,/* 变压器抽头类型表 */
COMPENSATOR_P_NO,419,/* 并联电容/电抗器表 */
COMPENSATOR_S_NO,420,/* 串联补偿器表 */
SINGLETERM_NO,421,/* 单端元件表 */
LOADTYPE_NO,422,/* 负荷类型表 */
LOADAREA_NO,423,/* 负荷分区表 */
DCSYSTEM_NO,424,/* 直流系统表 */
RECTIFIERINVERTER_NO,425,/* 换流器表 */
DCLINESEGMENT_NO,426,/* 直流线段表 */
DCLINEEND_NO,427,/* 直流线端表 */
DCGROUNDTERM_NO,428,/* 直流接地端表 */
ISLAND_NO,429,/* 电气岛表 */
TOPONODE_NO,430,/* 多岛厂站拓扑节点表 */
MEASPOINT_NO,431,/* 遥信表 */
MEASANALOG_NO,432,/* 遥测表 */
CALCPOINT_NO,433,/* 计算点表 */
RELAYSIG_NO,434,/* 保护信号表 */
SIGNAL_NO,435,/* 其他遥信量表 */
MEASURE_NO,436,/* 其他遥测量表 */
SECINFO_NO,437,/* 断面信息表 */
SECCONSTITUTE_NO,438,/* 断面组成描述表 */
SEC_DEFINE_NO,439,/* 断面定义表 */
WIND_PLANT_NO,440,/* 风电场表 */
WIND_GENERATOR_NO,441,/* 风机表 */
WIND_TOWER_NO,442,/* 测风塔表 */
WIND_CAPACITOR_NO,443,/* 装机规模表 */
WIND_KWH_NO,444,/* 风电发电量明细表 */
WIND_POWER_NO,445,/* 风电出力明细表 */
WIND_PEAK_SHAVING_NO,446,/* 风电调峰特性表 */
WIND_FORECAST_NO,447,/* 风电预测准确度表 */
WINDCAPA_1DAY_STAT_NO,448,/* 装机1天模板表 */
WINDKWH_1DAY_STAT_NO,449,/* 发电量1天模板表 */
WINDPOW_1DAY_STAT_NO,450,/* 出力1天模板表 */
DCSMOOTHINGREACTOR_NO,451,/* 直流平波电抗器表 */
DCFILTER_NO,452,/* 直流滤波器表 */
DMS_MEASPOINT_NO,453,/* 配网遥信表 */
DEV_LIMIT_INFO_NO,454,/* 设备限值信息表 */
YC_LOADRATE_INFO_NO,455,/* 遥测负载率信息表 */
TR_OVERLOAD_NO,456,/* 主变过载能力表 */
VOLT_OVER_NO,457,/* 电压监视表 */
DEV_I_OVERLOAD_NO,458,/* 设备电流过载监视表 */
BUS_GROUND_INFO_NO,459,/* 母线接地监视信息表 */
DMS_COMBINED_DEVICE_NO,460,/* 开关站表 */
DMS_FEEDER_DEVICE_NO,461,/* 馈线表 */
DMS_CB_DEVICE_NO,462,/* 配网开关刀闸表 */
DMS_SECTION_DEVICE_NO,463,/* 配网馈线段表 */
DMS_LD_DEVICE_NO,464,/* 配网负荷表 */
DMS_TR_DEVICE_NO,465,/* 配网变压器表 */
DMS_BS_DEVICE_NO,466,/* 配网母线表 */
DMS_RC_DEVICE_NO,467,/* 配网容抗器表 */
DMS_LD_TYPE_NO,468,/* 配网负荷类型表 */
DMS_POLE_DEVICE_NO,469,/* 配网杆塔表 */
DMS_SECTION_TYPE_NO,470,/* 配网导线类型表 */
DMS_POLE_SEC_RELATION_NO,471,/* 配网杆塔馈线段关联表 */
DMS_COM_TERMINAL_NO,472,/* 配网通讯终端信息表 */
CB_CTRL_MODE_NO,473,/* DA控制模式定义表 */
DMS_YX_RELATION_NO,474,/* DA遥信关系表 */
DA_MODE_DEVICE_NO,475,/* DA方式设备表 */
DMS_FAULT_MSG_NO,476,/* DA故障诊断信息表 */
DMS_GL_MSG_NO,477,/* DA故障隔离信息一览表 */
DMS_POWER_CB_NO,478,/* DA供电恢复路径表 */
DMS_DA_METHOD_NO,479,/* DA供电恢复方案一览表 */
DA_CURRENT_CB_APART_NO,480,/* DA故障电流不连贯开关表 */
DA_TRACE_COLOR_INFO_NO,481,/* DA路径着色信息 */
DA_RUN_SUPERVISE_NO,482,/* DA运行监视表 */
DMS_FAULT_MSG_HIS_NO,483,/* DA故障诊断及隔离历史表 */
DMS_GL_MSG_HIS_NO,484,/* DA故障隔离信息历史表 */
DMS_POWER_CB_HIS_NO,485,/* DA供电恢复路径历史表 */
DMS_DA_METHOD_HIS_NO,486,/* DA供电恢复方案历史表 */
DA_CRUUENT_CB_APART_HIS_NO,487,/* DA故障电流不连续历史表 */
DA_INTERPROCESS_INFO_NO,488,/* DA交互过程信息表 */
DEV_NORMAL_COLOR_CONFIG_PUBLIC_NO,489,/* 设备正常着色配置表 */
DMS_MEASANALOG_NO,490,/* 配网遥测表 */
DIVAREA_INFO_NO,491,/* 分区信息表 */
DIV_CAL_DISP_NO,492,/* 分区统计公式分量表 */
DMS_RELAYSIG_NO,494,/* 配网保护信号表 */
DMS_MEASURE_NO,496,/* 配网其他遥测量表 */
SUBSTATION_UPDATE_NO,497,/* 厂站模型更新表 */
RESEARCH_USE_NO,498,/* 研究态使用信息表 */
REPLACE_INFO_NO,600,/* 对端代结果表 */
REPLACE_RESULT_NO,601,/* 替代结果表 */
BYPASS_RESULT_NO,602,/* 旁路代结果表 */
MULTI_SOURCE_DATA_INFO_NO,603,/* 点多源信息表 */
MEASPULSE_NO,604,/* 遥脉表 */
FORMULA_DEFINE_NO,605,/* 公式定义表 */
QUALITY_INFO_NO,606,/* 数据质量信息表 */
KWH_INFO_NO,607,/* 电度表 */
EXTRENUM_DEFINE_NO,608,/* 极值潮流统计定义表 */
SPECIAL_CALCULATE_DEFINE_NO,609,/* 特殊计算表 */
INTERVAL_INFO_NO,610,/* 时段表 */
YC_ACCIDENT_DEFINE_NO,611,/* 跳变事故定义表 */
POWEROFF_DEV_INFO_NO,612,/* 停电设备信息表 */
DEV_OVER_INFO_NO,613,/* 设备越限信息表 */
YC_OVER_INFO_NO,614,/* 遥测越限信息表 */
TOKEN_DEFINE_NO,615,/* 标志牌定义表 */
TOKEN_INFO_NO,616,/* 标志牌信息表 */
OP_INFO_NO,617,/* 操作信息表 */
BALANCE_RESULT_NO,618,/* 不平衡结果表 */
OVER_LIMIT_RESULT_NO,619,/* 越限监视结果表 */
DEV_STATE_RESULT_NO,620,/* 一次设备监视结果表 */
COS_CHECK_NO,621,/* 力率监视表 */
VIUMON_NO,622,/* 重要用户监视表 */
MEASURE_CHECK_NO,623,/* 量测检查结果表 */
TODAY_BW_INFO_NO,624,/* 今日变位信息 */
ST_RLY_STATICS_NO,625,/* 厂站运行监控统计信息表 */
STATIC_DATA_DEFINE_NO,626,/* 电能数据统计表 */
STA_DEV_BRK_NO,630,/* 静态设备断路器关系表 */
STA_BRK_DEV_NO,631,/* 静态断路器设备关系表 */
DYN_DEV_BRK_NO,632,/* 动态设备断路器关系表 */
DYN_BRK_DEV_NO,633,/* 动态断路器设备关系表 */
TL_DEVICE_INFO_NO,640,/* 脱硫装置信息表 */
TL_DEVICE_STATIC_INFO_HOUR_NO,641,/* 脱硫装置统计信息表 */
FAC_DESUFS_STATIC_INFO_NO,642,/* 厂站脱硫信息统计表 */
GN_DESULF_INFO_NO,643,/* 机组脱硫信息表 */
THERMO_GN_INFO_NO,644,/* 火电机组信息表 */
AREA_DESUFS_STATIC_INFO_NO,645,/* 区域脱硫信息统计表 */
GN_THERM_P_CURVE_NO,646,/* 机组热电关系表 */
APP_TEST_NO,648,/* app_test */
RESERVEMONIDEF_NO,650,/* 备用监视定义表 */
RESERVE_OPERAND_NO,651,/* 备用监视组成信息表 */
OP_ANA_TASK_NO,652,/* 运行分析任务定义表 */
OP_ANA_PARA_NO,653,/* 运行分析参数表 */
STATE_VALUE_INFO_NO,655,/* 状态量表 */
REALDATA_REFRESHMON_DEFINE_NO,657,/* 实时数据不刷新监视定义表 */
RESERVE_MONITOR_NO,658,/* 备用监视表 */
BUS_STAT_NO,659,/* 考核母线表 */
YC_SEND_OTHER_NO,660,/* 遥测转发表 */
YX_SEND_OSM_NO,661,/* 技术系统监视遥信转发表 */
YC_SEND_OSM_NO,662,/* 技术系统监视遥测转发表 */
DOT_REFRESH_DEFINE_INFO_NO,663,/* 点集刷新定义表 */
ALARM_REPOSITORY_TYPE_NO,664,/* 告警知识库分类定义表 */
ALARM_REPOSITORY_INFO_NO,665,/* 告警专家知识库表 */
ALARM_DARK_REASON_NO,666,/* 告警专家逻辑推理表 */
DOT_SEND_OTHER_NO,668,/* 点集转发表 */
OP_ANA_STAT_POINT_NO,670,/* 运行分析统计点表 */
OP_ANA_STAT_SAMPLE_NO,671,/* 运行分析历史模板表 */
OP_RELAY_STAT_NO,675,/* 运行分析保护信息表 */
OP_DEV_STAT_NO,676,/* 运行分析设备统计信息表 */
OP_ANA_STAT_SAMPLE_DAY_NO,680,/* 运行分析日统计历史模板表 */
OP_ANA_STAT_SAMPLE_MONTH_NO,681,/* 运行分析月统计历史模板表 */
OP_ANA_STAT_SAMPLE_YEAR_NO,682,/* 运行分析年统计历史模板表 */
SECTION_HIS_INFO_NO,691,/* 断面历史表 */
SECTION_DEFINE_INFO_NO,692,/* 断面定义表(NEW) */
SECTION_CONDITION_RELY_NO,693,/* 断面条件关系表 */
SECTION_MONITOR_INFO_NO,694,/* 断面监视表 */
FAC_CHAR_FLAG_INFO_NO,695,/* 稳定规则差异表 */
MODEL_NODE_NO,696,/* 模型节点表 */
MODEL_TEMPLET_NO,697,/* 模型模板表 */
TEMPLET_DISPLAY_INFO_NO,698,/* 模板显示信息表 */
DISPAPP_DEFINE_NO,700,/* 模块定义表 */
SHEET_STATE_DEF_NO,701,/* 表单状态定义表 */
DISPAPP_SHEETMD_REL_NO,702,/* 模块与表单模板关系定义表 */
DISPAPP_ROLE_DEFINE_NO,703,/* 模块角色配置表 */
SUB_SHEETMD_DEFINE_NO,704,/* 子表单模板定义表 */
SHEETMD_SAVE_DEF_NO,705,/* 表单模板存储定义表 */
SHEETMD_DEFINE_NO,706,/* 表单模板定义表 */
SHEET_PRIV_DEF_NO,707,/* 表单整体权限定义表 */
CELL_PRIV_DEF_NO,708,/* 单元格权限定义表 */
SHEETMD_DISP_TYPE_DEF_NO,709,/* 表单模板办理方式定义表 */
SYS_PARA_NO,710,/* 自动编号参数表 */
SHEETINST_REL_NO,712,/* 表单实例关系表 */
MENU_DEF_NO,715,/* 菜单工具条定义表 */
MENU_CONFIG_DEF_NO,716,/* 菜单及工具条配置 */
SHEETINST_INFO_NO,718,/* 表单实例表 */
OPT_FIRDEV_TYPE_DEF_NO,719,/* 一次设备类型定义表 */
OPT_SECDEV_TYPE_DEF_NO,720,/* 二次设备类型定义表 */
OPT_RLYDEV_CON_DEF_NO,721,/* 保护装置定义表 */
OPT_SECDEV_DEF_NO,722,/* 二次设备定义表 */
OPT_TERM_DEF_NO,723,/* 操作术语定义表 */
OPT_SEMANTIC_DEF_NO,724,/* 操作票语义定义表 */
OPT_DESC_RULE_DEF_NO,725,/* 描述性操作票规则库 */
OPT_FIRDEV_RULE_DEF_NO,726,/* 一次设备操作票规则库 */
OPT_SECDEV_RULE_DEF_NO,727,/* 二次设备操作票规则库 */
OPT_RULE_REL_DEF_NO,728,/* 操作规则关系表 */
SWITCHOP_HEAD_NO,732,/* 操作票票头表 */
SWITCHOP_STEP_NO,733,/* 操作票步骤表 */
OPT_FAC_INFO_NO,735,/* 操作票厂站表 */
FAC_RISK_NO,736,/* 变电站风险一览表 */
OPT_SUPERPERSON_INFO_NO,737,/* 上级调度人员 */
OPT_PW_FAC_INFO_NO,738,/* 受令厂站表 */
OPT_PWPERSON_INFO_NO,739,/* 受令人员表 */
OPT_REMARK_INFO_NO,740,/* 操作票备注信息表 */
DISP_SHEET_REVISE_NO,741,/* 操作票修改记录表 */
OPT_YEAR_STATISTIC_NO,745,/* 操作票年统计表 */
OPT_MONTH_STATISTIC_NO,746,/* 操作票月统计表 */
OPT_SUPERBUREAU_INFO_NO,747,/* 操作票上级调度单位表 */
SWITCHOP_STEP_REL_NO,749,/* 操作票合并步骤表 */
FAC_DANGEROUS_INFO_NO,750,/* 厂站风险表 */
SIGNAL_TEMPLAE_INFO_NO,751,/* 信号模板表 */
SIGNAL_TYPE_INFO_NO,752,/* 信号类型表 */
RELAY_TYPE_INFO_NO,753,/* 保护类型表 */
SIGNAL_SUBTYPE_INFO_NO,754,/* 信号子类表 */
TEMPLATE_SIGNAL_INFO_NO,755,/* 模板信号对应表 */
SIGNAL_STATE_INFO_NO,756,/* 信号状态表 */
SIGNAL_TYPE_RULE_INFO_NO,757,/* 信号类型规则表 */
SIGNAL_REFER_RESULT_INFO_NO,758,/* 告警推理结果表 */
SIGNAL_RULE_DEF_INFO_NO,759,/* 告警规则定义表 */
OPSTEP_GRAPH_ORD_NO,760,/* 操作票图形执行顺序 */
SIGNAL_RULE_INFO_NO,761,/* 告警关联规则表 */
SIGNAL_RULE_NODE_PROPERTY_INFO_NO,762,/* 告警规则节点属性表 */
SIGNAL_FREQUENCY_RULE_INFO_NO,763,/* 告警频次定义表 */
SIGNAL_DURATION_RULE_INFO_NO,764,/* 告警持续时间定义表 */
GENERAL_TIELINE_NO,798,/* 广义联络线定义表 */
CIM_CAL_OPERAND_NO,799,/* 派生计算公式分量表 */
LIMITSETS_NO,800,/* 限值表 */
CONTROLDIGITAL_NO,801,/* 数字控制表 */
CONTROLSETPNT_NO,802,/* 设点控制表 */
CONTROLTAP_NO,803,/* 升降控制表 */
PLANDEFINE_NO,804,/* 计划定义表 */
PLANVALUE_NO,805,/* 计划数据表 */
PLANFORMULA_NO,806,/* 计划公式表 */
INTERVAL_LIMIT_DEFINE_NO,807,/* 时段限值定义表 */
SA_RESULTS_NO,810,/* SA结果表 */
SK_DEFINE_NO,811,/* 顺控定义表 */
SK_INFO_NO,812,/* 顺控信息表 */
QK_DEFINE_NO,813,/* 群控定义表 */
QK_INFO_NO,814,/* 群控信息表 */
RULE_DEFINE_NO,901,/* 保护通信规约表 */
RELAY_GROUP_TITLE_NO,903,/* 保护组标题对照表 */
RELAY_GROUP_ATTR_NO,904,/* 保护组类型属性表 */
RELAY_TRANS_NAME_NO,907,/* 一次设备名称转换表 */
RELAY_LINE_CONFIG_NO,908,/* 微机保护线路保护配置表 */
RELAY_FAC_INFO_NO,909,/* 保护子站表 */
RELAY_DEV_INFO_NO,910,/* 保护设备表 */
RECORD_DEV_INFO_NO,911,/* 故障录波设备表 */
DEV_COMM_PARA_NO,912,/* 二次设备通信参数表 */
RELAY_TOKEN_INFO_NO,913,/* 保护标志牌信息表 */
RELAY_FAULT_INDEX_NO,914,/* 微机保护故障信息索引表 */
RECORD_YX_CHANNEL_INFO_NO,917,/* 录波遥信通道表 */
RECORD_YC_CHANNEL_INFO_NO,918,/* 录波遥测通道表 */
DEV_RECORD_RELY_NO,919,/* 一次设备录波器关联关系表 */
RELAY_DEV_DEFINE_NO,920,/* 保护装置类型表 */
RELAY_ACTION_MAP_NO,921,/* 保护动作映射表 */
RELAY_WARN_MAP_NO,922,/* 保护告警自检映射表 */
RELAY_YX_MAP_NO,923,/* 保护开关量映射表 */
RELAY_YC_MAP_NO,924,/* 保护模拟量映射表 */
RELAY_DZ_MAP_NO,925,/* 保护定值映射表 */
RELAY_YB_MAP_NO,927,/* 保护软压板映射表 */
RELAY_RUN_STATIC_NO,930,/* 二次设备运行统计结果表 */
RELAY_YX_INFO_NO,931,/* 保护状态量表 */
RELAY_YC_INFO_NO,932,/* 保护模拟量表 */
RELAY_DZ_INFO_NO,933,/* 保护定值表 */
